bnumber	Description	Gene	Peptides.used.for.quantitation	Confidence.score	MW[Da]	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class	GLC_CHEM_mu=0.12_S	GLC_CHEM_mu=0.20_S	GAL_BATCH_mu=0.26_S	ACE_BATCH_mu=0.3_S	GLC_CHEM_mu=0.35_S	PYR_BATCH_mu=0.40_S	FUM_BATCH_mu=0.42_S	SUCC_BATCH_mu=0.44_S	GAM_BATCH_mu=0.46_S	GLYC_BATCH_mu=0.47_S	MAN_BATCH_mu=0.47_S	GLC_CHEM_mu=0.50_S	GLC+SALTS_BATCH_mu=0.55_S	XYL_BATCH_mu=0.55_S	GLC_BATCH_mu=0.58_S	GLC@pH6_BATCH_mu=0.63_S	FRU_BATCH_mu=0.65_S	GLC@42deg_BATCH_mu=0.66_S	GLYC+AA_BATCH_mu=1.27_S	LB_BATCH_mu=1.9_S	GLC_BATCH_mu=0.6_NEW	FUM_BATCH_mu=0.55_NEW	PERSIST@8H_mu=0.02_NEW	STARVED@8H_mu=-0.005_NEW
b0002	Bifunctional aspartokinase/homoserine dehydrogenase 1 OS=Escherichia coli (strain K12) GN=thrA PE=1 SV=2	thrA	42	3126.22	89045.79557	b0002	E	Amino acid transport and metabolism	METABOLISM	0.6241012366983032	0.7934005884825557	0.7590930445318103	0.7412687099073415	1.1020036429872495	3.3005464480874314	1.088593434017469	1.194560935315796	1.6080590664497556	1.4323563503891374	1.343351548269581	2.376744469498446	1.8587069353859413	2.702861507726658	1.622027245439852	1.456573229638747	2.6399350169841975	1.2230901822716107	0.373810441010715	0.40633319321843914	0.9371828157944181	1.2250933259273573	2.1878537056829552	1.5607988318166057
b0003	Homoserine kinase OS=Escherichia coli (strain K12) GN=thrB PE=1 SV=2	thrB	10	514.66	33583.891939999994	b0003	E	Amino acid transport and metabolism	METABOLISM	0.024273799252228938	0.025798654897015553	0.04203446826397646	0.05036825849370397	0.026411657559198543	0.10251366120218579	0.05442967170087346	0.04723175329351464	0.0802986693363367	0.05112601424076834	0.026701440635866863	0.03697158063664249	0.1660888810545077	0.12809213232269817	0.06368813976756715	0.0867229899848934	0.07329050361837247	0.059595848461510254	0.0236841729800682	0.03133478543314609	0.06479015905922915	0.09090635764287414	0.1338150088555576	0.11635233145275263
b0004	Threonine synthase OS=Escherichia coli (strain K12) GN=thrC PE=1 SV=1	thrC	25	1740.99	47066.2141	b0004	E	Amino acid transport and metabolism	METABOLISM	0.6729939603106125	0.7040773434216058	0.9025047597853769	1.0406272273699215	0.9061930783242258	3.3442622950819674	1.4908997031108815	1.6753505316219763	1.4683185250072999	1.7966550753436	1.477893691008445	1.3915127876978084	2.6832755547721177	2.6049317429539536	2.1934888016624337	1.3912978608329138	2.0861024959385612	1.0690578354787839	0.3852245002782177	0.3490134637675621	0.4604453113558501	0.6345840663029017	1.257237685597032	0.8304005292212489
b0006	UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1	yaaA	10	549.35	29549.3024	b0006	S	Function unknown	POORLY CHARACTERIZED	0.02579810181190682	0.03730559058427911	0.04697969982444428	0.05036825849370397	0.040755919854280516	0.06120218579234971	0.054859945785465346	0.0559156182488245	0.07633587786259542	0.06085444610034773	0.06602914389799634	0.04590976496638024	0.05151105627044284	0.07090114969543844	0.07581005156622797	0.049422779238702697	0.07569044454290355	0.06051270766861041	0.06349070467548402	0.0690384296941674	0.02939724090705912	0.04556795303819507	0.03449368290844697	0.032202069494234556
b0008	Transaldolase B OS=Escherichia coli (strain K12) GN=talB PE=1 SV=2	talB	25	1950.25	35179.30906	b0008	G	Carbohydrate transport and metabolism	METABOLISM	0.632729364394593	0.7487389659520807	1.1151497168854931	0.9337134711332857	0.9244080145719492	1.4338797814207649	1.2176756593950349	1.190324903630279	1.1971801610144746	1.366120218579235	1.103245570458685	1.1822780181607655	1.5531660692951015	1.5296629257496521	1.1948741630108521	1.4397881348029615	1.349505242947866	2.072101808046356	1.5266304270284923	1.1769651113913409	0.4057902772197695	0.8200985466484869	1.262301076059869	1.1867319441468194
b0009	Molybdopterin adenylyltransferase OS=Escherichia coli (strain K12) GN=mog PE=1 SV=1	mog	4	204.99	21191.02051	b0009	H	Coenzyme transport and metabolism	METABOLISM	0.0020707506471095774	0.00226723413198823	0.0011621294167099376	0.004015205511998099	0.002158469945355192	0.0037158469945355187	0.005141775310873026	0.0013385860126233745	0.004692779376798898	0.0031669150521609537	0.0016476237787713198	0.0024173725800881634	0.0007011771157725681	0.0004994418003407955	0.0031940275532979304	0.00084298476286391	0.0012128932210899426	0.0008453441889463455	0.006548816504729701	0.00812666386436878	0.0024854892849824704	0.012153407972398323	0.011726029707988212	0.013292810817905863
b0014	Chaperone protein dnaK OS=Escherichia coli (strain K12) GN=dnaK PE=1 SV=2	dnaK	53	4447.08	69054.47443999999	b0014	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING	3.163646821972965	3.152585119798234	3.1154958830947255	3.872653837015918	3.4608378870673957	3.322404371584699	4.15214491631169	4.786715804634218	4.171359446043466	4.201854611690677	4.30534856764365	3.6159018424848153	4.641870850226217	4.1522220263626926	4.0983606557377055	7.292191200880285	3.969133067493723	9.461987017273628	6.320535319379646	8.725336594189054	1.0007150600922665	2.0914098455971395	5.116962529566412	2.8328870645397535
b0015	Chaperone protein dnaJ OS=Escherichia coli (strain K12) GN=dnaJ PE=1 SV=3	dnaJ	13	623.88	41056.47202	b0015	O	Posttranslational modification, protein turnover, chaperones	CELLULAR PROCESSES AND SIGNALING	0.07190106413574922	0.08065363598150484	0.07170585762678337	0.0800665241149917	0.09039162112932604	0.0878688524590164	0.11101071382470634	0.08620324480027111	0.10240687440036708	0.104735883424408	0.0830021526742838	0.09242895159160625	0.08872436688407075	0.1032179720704311	0.0902408989455861	0.10705160484156734	0.0762442770639492	0.22554736494663885	0.14552925566066002	0.17450673188378105	0.052839594097022276	0.10379271460318011	0.23991238303279985	0.17033470873459816
b0023	30S ribosomal protein S20 OS=Escherichia coli (strain K12) GN=rpsT PE=1 SV=2	rpsT	5	255.45	9660.30985	b0023	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING	0.371009490940466	0.39144598570828076	0.4401256088816359	0.413399857448325	0.44171220400728595	0.5595628415300546	0.6303515339271115	0.6163426102427247	0.6674175113669545	0.6996191422420931	0.5754263950985262	0.6195786864931846	0.8441545723407173	0.6972599251816598	0.8908643115523744	0.755329267610362	0.7993649387092011	0.8911871493013532	1.0172780322161823	1.528526118690053	0.23171029420041003	0.29498294346567866	0.5656065404900052	0.4307976563092589
b0025	Riboflavin biosynthesis protein ribF OS=Escherichia coli (strain K12) GN=ribF PE=1 SV=1	ribF	6	272.86	34694.52422	b0025	H	Coenzyme transport and metabolism	METABOLISM	0.014581535806729941	0.019257040773434216	0.016294537991741465	0.01363744357329532	0.014890710382513665	0.01774863387978142	0.01617830558065488	0.014148345829626804	0.01756142326784299	0.01840122536843848	0.013433515482695812	0.021126617506652852	0.01190825939636093	0.016863505493859805	0.017740321711690914	0.01618829146384677	0.018073401270122583	0.018887299666263246	0.014267574084378433	0.015667392716573046	0.01919046898566098	0.0376959202631089	0.06213029165638946	0.047093696551529445
